time_ms,pot1,pot2,pot3,pot4
3052,269,466,396,497
3062,269,466,396,497
3072,269,466,396,497
3082,269,466,396,497
3092,269,466,396,497
3102,269,466,396,497
3112,269,466,396,497
3122,269,466,396,497
3132,269,466,396,497
3142,269,466,396,497
3152,269,466,396,497
3162,269,466,396,497
3172,269,466,396,497
3182,269,466,396,497
3192,269,466,396,497
3202,269,466,396,497
3212,269,466,396,497
3222,269,466,396,497
3232,269,466,396,497
3243,269,466,396,497
3253,269,466,396,497
3263,269,466,396,497
3273,269,466,396,497
3283,269,466,396,497
3293,269,466,396,497
3303,269,466,396,497
3313,269,466,396,497
3323,269,466,396,497
3333,269,466,396,497
3343,269,466,396,497
3353,269,466,396,497
3363,269,466,396,497
3373,269,466,396,497
3383,269,466,396,497
3393,269,466,396,497
3403,269,466,396,497
3414,269,466,396,497
3424,269,466,396,497
3434,269,466,396,497
3444,269,466,396,497
3454,269,466,396,497
3464,269,466,396,497
3474,269,466,396,497
3484,269,466,396,497
3494,269,466,396,497
3504,269,466,396,497
3514,269,466,396,497
3524,269,466,396,497
3534,269,466,396,497
3544,269,466,396,497
3554,269,466,396,497
3564,269,466,396,497
3574,269,466,396,497
3584,269,466,396,497
3594,269,466,396,497
3604,269,466,396,497
3614,269,466,396,497
3624,269,466,396,497
3634,269,466,396,497
3644,269,466,396,497
3654,269,466,396,497
3664,269,466,396,497
3674,269,466,396,497
3684,269,466,396,497
3694,269,466,396,497
3704,269,466,396,497
3714,269,466,396,497
3724,269,466,396,497
3734,269,466,396,497
3744,269,466,396,497
3755,269,466,396,497
3765,269,466,396,497
3775,269,466,396,497
3785,269,466,396,497
3795,269,466,396,497
3805,269,466,396,497
3815,269,466,396,497
3825,269,466,396,497
3835,269,466,396,497
3845,269,466,396,497
3855,269,466,396,497
3865,269,466,396,497
3875,269,466,396,497
3885,269,466,396,497
3895,269,466,396,497
3905,269,466,396,497
3915,269,466,396,497
3926,269,466,396,497
3936,269,466,396,497
3946,269,466,396,497
3956,269,466,396,497
3966,269,466,396,497
3976,269,466,396,497
3986,269,466,396,497
3996,269,466,396,497
4006,269,466,396,497
4016,269,466,396,497
4026,269,466,396,497
4036,269,466,396,497
4046,269,466,396,497
4056,269,466,396,497
4066,269,466,396,497
4076,269,466,396,497
4086,269,466,396,497
4096,269,466,396,497
4106,269,466,396,497
4116,269,466,396,497
4126,269,466,396,497
4136,269,466,396,497
4146,269,466,396,497
4156,269,466,396,497
4166,269,466,396,497
4176,269,466,396,497
4186,269,466,396,497
4196,269,466,396,497
4206,269,466,396,497
4216,269,466,396,497
4226,269,466,396,497
4236,269,466,396,497
4246,269,466,396,497
4256,269,466,396,497
4267,269,466,396,497
4277,269,466,396,497
4287,269,466,396,497
4297,269,466,396,497
4307,269,466,396,497
4317,269,466,396,497
4327,269,466,396,497
4337,269,466,396,497
4347,269,466,396,497
4357,269,466,396,497
4367,269,466,396,497
4377,269,466,396,497
4387,269,466,396,497
4397,269,466,396,497
4407,269,466,396,497
4417,269,466,396,497
4427,269,466,396,497
4438,269,466,396,497
4448,269,466,396,497
4458,269,466,396,497
4468,269,466,396,497
4478,269,466,396,497
4488,269,466,396,497
4498,269,466,396,497
4508,269,466,396,497
4518,269,466,396,497
4528,269,466,396,497
4538,269,466,396,497
4548,269,466,396,497
4558,269,466,396,497
4568,269,466,396,497
4578,269,466,396,497
4588,269,466,396,497
4598,269,466,396,497
4608,269,466,396,497
4618,269,466,396,497
4628,269,466,396,497
4638,269,466,396,497
4648,269,466,396,497
4658,269,466,396,497
4668,269,466,396,497
4678,269,466,396,497
4688,269,466,396,497
4698,269,466,396,497
4708,269,466,396,497
4718,269,466,396,497
4728,269,466,396,497
4738,269,466,396,497
4748,269,466,396,497
4758,269,466,396,497
4768,269,466,396,497
4779,269,466,396,497
4789,269,466,396,497
4799,269,466,396,497
4809,269,466,396,497
4819,269,466,396,497
4829,269,466,396,497
4839,269,466,396,497
4849,269,466,396,497
4859,269,466,396,497
4869,269,466,396,497
4879,269,466,396,497
4889,269,466,396,497
4899,269,466,396,497
4909,269,466,396,497
4919,269,466,396,497
4929,269,466,396,497
4939,269,466,396,497
4950,269,466,396,497
4960,269,466,396,497
4970,269,466,396,497
4980,269,466,396,497
4990,269,466,396,497
5000,269,466,396,497
5010,269,466,396,497
5020,269,466,396,497
5030,269,466,396,497
5040,269,466,396,497
5050,269,466,396,497
5060,269,466,396,497
5070,269,466,396,497
5080,269,466,396,497
5090,269,466,396,497
5100,269,466,396,497
5110,269,466,396,497
5120,269,466,396,497
5130,269,466,396,497
5140,268,466,396,497
5150,268,466,396,497
5160,268,466,396,497
5170,268,466,396,497
5180,268,466,396,497
5190,268,466,396,497
5200,268,466,396,497
5210,268,466,396,497
5220,268,466,396,497
5230,268,466,396,497
5240,268,466,396,497
5250,268,466,396,497
5260,268,466,396,497
5270,268,466,396,497
5280,268,466,396,497
5291,268,466,396,497
5301,268,466,396,497
5311,268,466,396,497
5321,268,466,396,497
5331,268,466,396,497
5341,268,466,396,497
5351,268,466,396,497
5361,268,466,396,497
5371,268,466,396,497
5381,268,466,396,497
5391,268,466,396,497
5401,268,466,396,497
5411,268,466,396,497
5421,268,466,396,497
5431,268,466,396,497
5441,268,466,396,497
5451,268,466,396,497
5462,268,466,396,497
5472,268,466,396,497
5482,268,466,396,497
5492,268,466,396,497
5502,268,466,396,497
5512,268,466,396,497
5522,268,466,396,497
5532,268,466,396,497
5542,268,466,396,497
5552,268,466,396,497
5562,268,466,396,497
5572,268,466,396,497
5582,268,466,396,497
5592,268,466,396,497
5602,268,466,396,497
5612,268,466,396,497
5622,268,466,396,497
5632,268,466,396,497
5642,268,466,396,497
5652,268,466,396,497
5662,268,466,396,497
5672,268,466,396,497
5682,268,466,396,497
5692,268,466,396,497
5702,268,466,396,497
5712,268,466,396,497
5722,268,466,396,497
5732,268,466,396,497
5742,268,466,396,497
5752,268,466,396,497
5762,268,466,396,497
5772,268,466,396,497
5782,268,466,396,497
5792,268,466,396,497
5803,268,466,396,497
5813,268,466,396,497
5823,268,466,396,497
5833,268,466,396,497
5843,268,466,396,497
5853,268,466,396,497
5863,268,466,396,497
5873,268,466,396,497
5883,268,466,396,497
5893,268,466,396,497
5903,268,466,396,497
5913,268,466,396,497
5923,268,466,396,497
5933,268,466,396,497
5943,268,466,396,497
5953,268,466,396,497
5963,268,466,396,497
5974,268,466,396,497
5984,268,466,396,497
5994,268,466,396,497
6004,268,466,396,497
6014,268,466,396,497
6024,268,466,396,497
6034,268,466,396,497
6044,268,466,396,497
6054,268,466,396,497
6064,268,466,396,497
6074,268,466,396,497
6084,268,466,396,497
6094,268,466,396,497
6104,268,466,396,497
6114,268,466,396,497
6124,268,466,396,497
6134,268,466,396,497
6144,268,466,396,497
6154,268,466,396,497
6164,268,466,396,497
6174,268,466,396,497
6184,268,466,396,497
6194,268,466,396,497
6204,268,466,396,497
6214,268,466,396,497
6224,268,466,396,497
6234,268,466,396,497
6244,268,466,396,497
6254,268,466,396,497
6264,268,466,396,497
6274,268,466,396,497
6284,268,466,396,497
6294,268,466,396,497
6304,268,466,396,497
6315,268,466,396,497
6325,268,466,396,497
6335,268,466,396,497
6345,268,466,396,497
6355,268,466,396,497
6365,268,466,396,497
6375,268,466,396,497
6385,268,466,396,497
6395,268,466,396,497
6405,268,466,396,497
6415,268,466,396,497
6425,268,466,396,497
6435,268,466,396,497
6445,268,466,396,497
6455,268,466,396,497
6465,268,466,396,497
6475,268,466,396,497
6486,268,466,396,497
6496,268,466,396,497
6506,268,466,396,497
6516,268,466,396,497
6526,268,466,396,497
6536,268,466,396,497
6546,268,466,396,497
6556,268,466,396,497
6566,268,466,396,497
6576,268,466,396,497
6586,268,466,396,497
6596,268,466,396,497
6606,268,466,396,497
6616,268,466,396,497
6626,268,466,396,497
6636,268,466,396,497
6646,268,466,396,497
6656,268,466,396,497
6666,268,466,396,497
6676,268,466,396,497
6686,268,466,396,497
6696,268,466,396,497
6706,268,466,396,497
6716,268,466,396,497
6726,268,466,396,497
6736,268,466,396,497
6746,268,466,396,496
6756,268,466,396,496
6766,268,466,396,496
6776,268,466,396,496
6786,268,466,396,496
6796,268,466,396,496
6806,268,466,396,496
6816,268,466,396,496
6827,268,466,396,496
6837,268,466,396,496
6847,268,466,396,496
6857,268,466,396,496
6867,268,466,396,496
6877,268,466,396,496
6887,268,466,396,496
6897,268,466,396,496
6907,268,466,396,496
6917,268,466,396,496
6927,268,466,396,496
6937,268,466,396,496
6947,268,466,396,496
6957,268,466,396,496
6967,268,466,396,496
6977,268,466,396,496
6987,268,466,396,496
6998,268,466,396,496
7008,268,466,396,496
7018,268,466,396,496
7028,268,466,396,496
7038,268,466,396,496
7048,268,466,396,496
7058,268,466,396,496
7068,268,466,396,496
7078,268,466,396,496
7088,268,466,396,496
7098,268,466,396,496
7108,268,466,396,496
7118,268,466,396,496
7128,268,466,396,496
7138,268,466,396,496
7148,268,466,396,496
7158,268,466,396,496
7168,268,466,396,496
7178,268,466,396,496
7188,268,465,396,496
7198,268,465,396,496
7208,268,465,396,496
7218,268,465,396,496
7228,268,465,396,496
7238,268,465,396,496
7248,268,465,396,496
7258,268,465,395,496
7268,268,465,395,496
7278,268,465,395,496
7288,268,465,395,496
7298,268,465,395,496
7308,268,465,395,496
7318,268,465,395,496
7328,268,465,395,496
7339,268,465,395,496
7349,268,465,395,496
7359,268,465,395,496
7369,268,465,395,496
7379,268,465,395,496
7389,268,465,395,496
7399,268,465,395,496
7409,268,465,395,496
7419,268,465,395,496
7429,268,465,395,496
7439,268,465,395,496
7449,268,465,395,496
7459,268,465,395,496
7469,268,465,395,496
7479,268,465,395,496
7489,268,465,395,496
7499,268,465,395,496
7510,268,465,395,496
7520,268,465,395,496
7530,268,465,395,496
7540,268,465,395,496
7550,268,465,395,496
7560,268,465,395,496
7570,268,465,395,496
7580,268,465,395,496
7590,268,465,395,496
7600,268,465,395,496
7610,268,465,395,496
7620,268,465,395,496
7630,268,465,395,496
7640,268,465,395,496
7650,268,465,395,496
7660,268,465,395,496
7670,268,465,395,496
7680,268,465,395,496
7690,269,465,395,496
7700,269,465,395,496
7710,269,465,395,496
7720,269,465,395,496
7730,269,465,395,496
7740,269,465,395,496
7750,269,465,395,496
7760,269,465,395,496
7770,269,465,395,496
7780,269,465,395,496
7790,269,465,395,496
7800,269,465,395,496
7810,269,465,395,496
7820,269,465,395,496
7830,269,465,395,496
7840,269,465,395,496
7851,269,465,395,496
7861,269,465,395,496
7871,269,465,395,496
7881,269,465,395,496
7891,269,465,395,496
7901,269,465,395,496
7911,269,465,395,496
7921,269,465,395,496
7931,269,465,395,496
7941,269,465,395,496
7951,269,465,395,496
7961,269,465,395,496
7971,269,465,395,496
7981,269,465,395,496
7991,269,465,395,496
8001,269,465,395,496
8011,269,465,395,496
8022,269,465,395,496
8032,269,465,395,496
8042,269,465,395,496
8052,269,465,395,496
8062,269,465,395,496
8072,269,465,395,496
8082,269,465,395,496
8092,269,465,395,496
8102,269,465,395,496
8112,269,465,395,496
8122,269,465,395,496
8132,269,465,395,496
8142,269,465,395,496
8152,269,465,395,496
8162,269,465,395,496
8172,269,465,395,496
8182,269,465,395,496
8192,269,465,395,496
8202,269,465,395,496
8212,269,465,395,496
8222,269,465,395,496
8232,269,465,395,496
8242,269,465,395,496
8252,269,465,395,496
8262,269,465,395,496
8272,269,465,395,496
8282,269,465,395,496
8292,269,465,395,496
8302,269,465,395,496
8312,269,465,395,496
8322,269,465,395,496
8332,269,465,395,496
8342,269,465,395,496
8352,269,465,395,496
8363,269,465,395,496
8373,269,465,395,496
8383,269,465,395,496
8393,269,465,395,496
8403,269,465,395,496
8413,269,465,395,496
8423,269,465,395,496
8433,269,465,395,496
8443,269,465,395,496
8453,269,465,395,496
8463,269,465,395,496
8473,269,465,395,496
8483,269,465,395,496
8493,269,465,395,496
8503,269,465,395,496
8513,269,465,395,496
8523,269,465,395,496
8534,269,465,395,496
8544,269,465,395,496
8554,269,465,395,496
8564,269,465,395,496
8574,269,465,395,496
8584,269,465,395,496
8594,269,465,395,496
8604,269,465,395,496
8614,269,465,395,496
8624,269,465,395,496
8634,269,465,395,496
8644,269,465,395,496
8654,269,465,395,496
8664,269,465,395,496
8674,269,465,395,496
8684,269,465,395,496
8694,269,465,395,496
8704,269,465,395,496
8714,269,465,395,496
8724,269,465,395,496
8734,269,465,395,496
8744,269,465,395,496
8754,269,465,395,496
8764,269,465,395,496
8774,269,465,395,496
8784,269,465,395,496
8794,269,465,395,496
8804,269,465,395,496
8814,269,465,395,496
8824,269,465,395,496
8834,269,465,395,496
8844,269,465,395,496
8854,269,465,395,496
8864,269,465,395,496
8875,269,465,395,496
8885,269,465,395,496
8895,269,465,395,496
8905,269,465,395,496
8915,269,465,395,496
8925,269,465,395,496
8935,269,465,395,496
8945,269,465,395,496
8955,269,465,395,496
8965,269,465,395,496
8975,269,465,395,496
8985,269,465,395,496
8995,269,465,395,496
9005,269,465,395,496
9015,269,465,395,496
9025,269,465,395,496
9035,269,465,395,496
9046,269,465,395,496
9056,269,465,395,496
9066,269,465,395,496
9076,269,465,395,496
9086,269,465,395,496
9096,269,465,395,496
9106,269,465,395,496
9116,269,465,395,496
9126,269,465,395,496
9136,269,465,395,496
9146,269,465,395,496
9156,269,465,395,496
9166,269,465,395,496
9176,269,465,395,496
9186,269,465,395,496
9196,269,465,395,496
9206,269,465,395,496
9216,269,465,395,496
9226,269,465,395,496
9236,269,465,395,496
9246,269,465,395,496
9256,269,465,395,496
9266,269,465,395,496
9276,269,465,395,496
9286,269,465,395,496
9296,269,465,395,496
9306,269,465,395,496
9316,269,465,395,496
9326,269,465,395,496
9336,269,465,395,496
9346,269,465,395,496
9356,269,465,395,496
9366,269,465,395,496
9376,269,465,395,496
9387,269,465,395,496
9397,269,465,395,496
9407,269,465,395,496
9417,269,465,395,496
9427,269,465,395,496
9437,269,465,395,496
9447,269,465,395,496
9457,269,465,395,496
9467,269,465,395,496
9477,269,465,395,496
9487,269,465,395,496
9497,269,465,395,496
9507,269,465,395,496
9517,269,465,395,496
9527,269,465,395,496
9537,269,465,395,496
9547,269,465,395,496
9558,269,465,395,496
9568,269,465,395,496
9578,269,465,395,496
9588,269,465,395,496
9598,269,465,395,496
9608,269,465,395,496
9618,269,465,395,496
9628,269,465,395,496
9638,269,465,395,496
9648,269,465,395,496
9658,269,465,395,496
9668,269,465,395,496
9678,269,465,395,496
9688,269,465,395,496
9698,269,465,395,496
9708,269,465,395,496
9718,269,465,395,496
9728,269,465,395,496
9738,269,465,395,496
9748,269,465,395,496
9758,269,465,395,496
9768,269,465,395,496
9778,269,465,395,496
9788,269,465,395,496
9798,269,465,395,496
9808,269,465,395,496
9818,269,465,395,496
9828,269,465,395,496
9838,269,465,395,496
9848,269,465,395,496
9858,269,465,395,496
9868,269,465,395,496
9878,269,465,395,496
9888,269,465,395,496
9899,269,465,395,496
9909,269,465,395,496
9919,269,465,395,496
9929,269,465,395,496
9939,269,465,395,496
9949,269,465,395,496
9959,269,465,395,496
9969,269,465,395,496
9979,269,465,395,496
9989,269,465,395,496
9999,269,465,395,496
10009,269,465,395,496
10019,269,465,395,496
10029,269,465,395,496
10039,269,465,395,496
10049,269,465,395,496
10059,269,465,395,496
10070,269,465,395,496
10080,269,465,395,496
10090,269,465,395,496
10100,269,465,395,496
10110,269,465,395,496
10120,269,465,395,496
10130,269,465,395,496
10140,269,465,395,496
10150,269,465,395,496
10160,269,465,395,496
10170,269,465,395,496
10180,269,465,395,496
10190,269,465,395,496
10200,269,465,395,496
10210,269,465,395,496
10220,269,465,395,496
10230,269,465,395,496
10240,269,465,395,496
10250,269,465,395,496
10260,269,465,395,496
10270,269,465,395,496
10280,269,465,395,496
10290,269,465,395,496
10300,269,465,395,496
10310,269,465,395,496
10320,269,465,395,496
10330,269,465,395,496
10340,269,465,395,496
10350,269,465,395,496
10360,269,465,395,496
10370,269,465,395,496
10380,269,465,395,496
10390,269,465,395,496
10400,269,465,395,496
10411,269,465,395,496
10421,269,465,395,496
10431,269,465,395,496
10441,269,465,395,496
10451,269,465,395,496
10461,269,465,395,496
10471,269,465,395,496
10481,269,465,395,496
10491,269,465,395,496
10501,269,465,395,496
10511,269,465,395,496
10521,269,465,395,496
10531,269,465,395,496
10541,269,465,395,496
10551,269,465,395,496
10561,269,465,395,496
10571,269,465,395,496
10582,269,465,395,496
10592,269,465,395,496
10602,269,465,395,496
10612,269,465,395,496
10622,269,465,395,496
10632,269,465,395,496
10642,269,465,395,496
10652,269,465,395,496
10662,269,465,395,496
10672,269,465,395,496
10682,269,465,395,496
10692,269,465,395,496
10702,269,465,395,496
10712,269,465,395,496
10722,269,465,395,496
10732,269,465,395,496
10742,269,465,395,496
10752,269,465,395,496
10762,269,465,395,496
10772,269,465,395,496
10782,269,465,395,496
10792,269,465,395,496
10802,269,465,395,496
10812,269,465,395,496
10822,269,465,395,496
10832,269,465,395,496
10842,269,465,395,496
10852,269,465,395,496
10862,269,465,395,496
10872,269,465,395,496
10882,269,465,395,496
10892,269,465,395,496
10902,269,465,395,496
10912,269,465,395,496
10923,269,465,395,496
10933,269,465,395,496
10943,269,465,395,496
10953,269,465,395,496
10963,269,465,395,496
10973,269,465,395,496
10983,269,465,395,496
10993,269,465,395,496
11003,269,465,395,496
11013,269,465,395,496
11023,269,465,395,496
11033,269,465,395,496
11043,269,465,395,496
11053,269,465,395,496
11063,269,465,395,496
11073,269,465,395,496
11083,269,465,395,496
11094,269,465,395,496
11104,269,465,395,496
11114,269,465,395,496
11124,269,465,395,496
11134,269,465,395,496
11144,269,465,395,496
11154,269,465,395,496
11164,269,465,395,496
11174,269,465,395,496
11184,269,465,395,496
11194,269,465,395,496
11204,269,465,395,496
11214,269,465,395,496
11224,269,465,395,496
11234,269,465,395,496
11244,269,465,395,496
11254,269,465,395,496
11264,269,465,395,496
11274,269,465,395,496
11284,269,465,395,496
11294,269,465,395,496
11304,269,465,395,496
11314,269,465,395,496
11324,269,465,395,496
11334,269,465,395,496
11344,269,465,395,496
11354,269,465,395,496
11364,269,465,395,496
11374,269,465,395,496
11384,269,465,395,496
11394,269,465,395,496
11404,269,465,395,496
11414,269,465,395,496
11424,269,465,395,496
11435,269,465,395,496
11445,269,465,395,496
11455,269,465,395,496
11465,269,465,395,496
11475,269,465,395,496
11485,269,465,395,496
11495,269,465,395,496
11505,269,465,395,496
11515,269,465,395,496
11525,269,465,395,496
11535,269,465,395,496
11545,269,465,395,496
11555,269,465,395,496
11565,269,465,395,496
11575,269,465,395,496
11585,269,465,395,496
11595,269,465,395,496
11606,269,465,395,496
11616,269,465,395,496
11626,269,465,395,496
11636,269,465,395,496
11646,269,465,395,496
11656,269,465,395,496
11666,269,465,395,496
11676,269,465,395,496
11686,269,465,395,496
11696,269,465,395,496
11706,269,465,395,496
11716,269,465,395,496
11726,269,465,395,496
11736,269,465,395,496
11746,269,465,395,496
11756,269,465,395,496
11766,269,465,395,496
11776,269,465,395,496
11786,269,465,395,496
11796,269,465,395,496
11806,269,465,395,496
11816,269,465,395,496
11826,269,465,395,496
11836,269,465,395,496
11846,269,465,395,496
11856,269,465,395,496
11866,269,465,395,496
11876,269,465,395,496
11886,269,465,395,496
11896,269,465,395,496
11906,269,465,395,496
11916,269,465,395,496
11926,269,465,395,496
11936,269,465,395,496
11947,269,465,395,496
11957,269,465,395,496
11967,269,465,395,496
11977,269,465,395,496
11987,269,465,395,496
11997,269,465,395,496
12007,269,465,395,496
12017,269,465,395,496
12027,269,465,395,496
12037,269,465,395,496
12047,269,465,395,496
12057,269,465,395,496
12067,269,465,395,496
12077,269,465,395,496
12087,269,465,395,496
12097,269,465,395,496
12107,269,465,395,496
12118,269,465,395,496
12128,269,465,395,496
12138,269,465,395,496
12148,269,465,395,496
12158,269,465,395,496
12168,269,465,395,496
12178,269,465,395,496
12188,269,465,395,496
12198,269,465,395,496
12208,269,465,395,496
12218,269,465,395,496
12228,269,465,395,496
12238,269,465,395,496
12248,269,465,395,496
12258,269,465,395,496
12268,269,465,395,496
12278,269,465,395,496
12288,269,465,395,496
12298,269,465,395,496
12308,269,465,395,496
12318,269,465,395,496
12328,269,465,395,496
12338,269,465,395,496
12348,269,465,395,496
12358,269,465,395,496
12368,269,465,395,496
12378,269,465,395,496
12388,269,465,395,496
12398,269,465,395,496
12408,269,465,395,496
12418,269,465,395,496
12428,269,465,395,496
12438,269,465,395,496
12448,269,465,395,496
12459,269,465,395,496
12469,269,465,395,496
12479,269,465,395,496
12489,269,465,395,496
12499,269,465,395,496
12509,269,465,395,496
12519,269,465,395,496
12529,269,465,395,496
12539,269,465,395,496
12549,269,465,395,496
12559,269,465,395,496
12569,269,465,395,496
12579,269,465,395,496
12589,269,465,395,496
12599,269,465,395,496
12609,269,465,395,496
12619,269,465,395,496
12630,269,465,395,496
12640,269,465,395,496
12650,269,465,395,496
12660,269,465,395,496
12670,269,465,395,496
12680,269,465,395,496
12690,269,465,395,496
12700,269,465,395,496
12710,269,465,395,496
12720,269,465,395,496
12730,269,465,395,496
12740,269,465,395,496
12750,269,465,395,496
12760,269,465,395,496
12770,269,465,395,496
12780,269,465,395,496
12790,269,465,395,496
12800,269,465,395,496
12810,269,465,395,496
12820,269,465,395,496
